0,1,0,0,23,67,77,28,7,4,0,0
0,2,0,0,42,87,115,27,16,0,0,0
0,0,1,0,49,103,151,25,25,3,2,0
0,1,1,5,137,296,296,58,27,7,4,0
0,0,0,0,365,839,729,148,66,6,4,1
0,0,0,0,143,974,1026,177,74,12,0,1
0,0,0,0,58,541,1288,248,97,15,4,0
0,0,0,0,42,268,703,350,103,20,8,0
0,0,0,1,27,157,421,243,115,19,6,0
0,0,0,0,9,88,293,135,126,19,8,1
0,0,0,0,12,70,203,113,99,24,6,0
0,0,0,0,7,31,152,66,46,23,7,0
